"","AS_home_advan","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_win_lose_binary","surface.LR.","AS_rank","V41"
"3054",0,1,1,12.0054757,0,-12,0.690167751078191,0.338399310661949,0.870286585795223,0.156937505231634,0.696318228934775,0.349550467303467,0.884378000904807,0.16104174351937,0,0,0,0,0,0,0,0,0.706111696391764,0.36790323915283,0.869766095211912,0.149561992768645,0,0,0,0,0.543003851508247,0.5,0,0,1,0,0.477815699729991,0,"Hard",-6,2.28
"3055",0,1,0,-2.63655031,0,-94,0.654463011835898,0.324263093880296,0.8275170704622,0.137663731498407,0.644398540220026,0.325451412250065,0.804708818161775,0.13908129306328,0,0,0,0,0,0,0,0,0.678152226201605,0.345616196226524,0.856568974396933,0.200268017533235,0.695134726791789,0.315251880897101,0.915492957562842,0.19179703742571,0.44881889749349,0.47488584453066,0,0,0.79999999976,1,0.575221239088417,1,"Hard",-11,1.66
"3057",0,0,0,-3.03901438,-86,202,0.635233291190208,0.371645060779795,0.792340849710274,0.231723560811419,0.651716631276471,0.379595140443342,0.824796322314128,0.248877767711768,0,0,0,0,0,0,0,0,0.656199919112416,0.361920540845882,0.834258115533815,0.208196354759878,0.757255936829739,0.4910714285268,1,0.5,0.529648819836754,0.565310492401102,0,0,0.608695652075614,1,0.423822714756578,1,"Hard",19,1.44
"3059",-1,0,0,-3.76454484,99,-3,0.645452237147917,0.358629968407342,0.800981746093456,0.21856007621641,0.635730463085426,0.357474717475463,0.777246523074454,0.224769458700397,0,0,0,0,0,0,0,0,0.637691746685864,0.344756869475158,0.787233791157982,0.193241212592564,0.629720286765718,0.354708691387522,0.774988119682675,0.210261603992022,0.520161290473129,0.497667185024489,0,0,0.511111110883951,0.481481481327846,0.598016780623568,1,"Hard",-1,2.07
"3061",1,0,0,5.0403833,40,-750,0.638582321645069,0.340856694368162,0.777042304025934,0.185339394782977,0.641834945526965,0.334414870101084,0.784757808857681,0.167930143845039,0.613079323,0.30881037569119,0.74375,0.0958333339041667,0.613079323,0.30881037569119,0.74375,0.0958333339041667,0.630380287882697,0.336830412991215,0.777025697790238,0.164990562620795,0.645345000661382,0.329452408143159,0.800732456933035,0.14622366977104,0.49180327892072,0.43755958079354,0,0,0.439320388376732,0.391304348,0.490000000163396,1,"Hard",-18,2.52
"3062",0,0,0,-4.85420944,-25,-750,0.619376184888268,0.387775583754983,0.741600196179993,0.272239801538744,0.62275978238146,0.38468873719669,0.750810795485024,0.266519002433791,0,0,0,0,0,0,0,0,0.618517395473118,0.392216564082747,0.745657213341744,0.281340484067587,0.642685126632583,0.393242887733886,0.795112671577938,0.294609867271086,0.494809688726186,0.498141264268641,0,0,0.503778337683914,0.525252525090909,0.527777777931713,0,"Hard",-11,2.22
"3064",-1,0,0,0.191649549999998,-8,359,0.649399027735165,0.370500711922906,0.807264880849507,0.244405201486189,0.641482649449884,0.368288090143553,0.786237132673215,0.24406157796339,0,0,0,0,0,0,0,0,0.641431652059597,0.368037653284153,0.798331327637143,0.230555747858788,0.625714416343316,0.351997351872173,0.76351171827782,0.211045739240425,0.544639043267758,0.517543859603724,0,0,0.653061224389838,0.642857143201531,0.571428571428571,0,"Hard",24,1.7
"3065",0,0,0,-5.46201232,-73,49,0.646481174465957,0.348401808978694,0.801746362130445,0.188057082162825,0.649392929032316,0.334600865121459,0.794085654931158,0.184643238492478,0,0,0,0,0,0,0,0,0.622718793772074,0.343966502738161,0.780398982226299,0.186454305009372,0.619576800336815,0.430064840598644,0.739884393087641,0.343434343538414,0.53556485376791,0.515151515307622,0,0,0.428571428721088,0.5,0.5199999997504,1,"Hard",5,2.19
"3066",0,0,1,-1.25119781,-147,-518,0.622161462739985,0.376110827719613,0.766116323075409,0.153328493350767,0.658033987065727,0.380699393193952,0.822038818109876,0.126154223308394,0,0,0,0,0,0,0,0,0.586343509758197,0.396859247505992,0.689655172585018,0.224137931111772,0,0,0,0,0.42696629191895,0.583333333430556,0,0,0,0,0.592592592592593,0,"Hard",-167,1.45
"3067",1,0,0,7.36208077,-53,579,0.631861111689069,0.35447819133501,0.764997833125733,0.196267001779003,0.617277211262673,0.346228252279059,0.738909197516168,0.17483287118514,0,0,0,0,0,0,0,0,0.613454564101829,0.351520388873886,0.726160582421928,0.179126691462013,0.617067833400974,0.343941931920038,0.75862068972176,0.204081632815494,0.488372093002434,0.397959183498386,0,0,0.333333333333333,0,0.42857142844898,1,"Hard",51,1.39
"3069",0,0,0,-0.101300479999999,-52,731,0.652598471169758,0.379324534399398,0.829859012266458,0.26620174939771,0.644527717103498,0.381999575179834,0.815288670131335,0.271244702857894,0,0,0,0,0,0,0,0,0.648221930748446,0.378675092253213,0.82783206745669,0.244955891905334,0.692824575322473,0.393298998013591,0.926299211978874,0.26792435127833,0.528255528318553,0.539130434622306,0,0,0.5,1,0.553191489697148,1,"Hard",37,1.57
"3071",0,0,0,-1.7303217,127,-123,0.626692031955812,0.342269869426699,0.772546797977317,0.178175905945095,0.630563865648443,0.371297192867095,0.786771965734188,0.289436302786278,0,0,0,0,0,0,0,0,0.589217152447897,0.376358189392268,0.703333683409517,0.29649595693725,0.60636182897214,0.488848547399508,0.745098038968781,0.476190476190476,0.473684210775623,0.666666666666667,0,0,1,1,0,1,"Hard",-22,2.44
"3072",0,0,0,-3.01711156,-76,91,0.631502354924208,0.362792723726251,0.769290108335619,0.196968225617158,0.631482256427587,0.368845547207338,0.763434109472462,0.212463264959921,0,0,0,0,0,0,0,0,0.660826997230033,0.365865103126743,0.833326059856633,0.196777386386891,0.671277126231326,0.376424677395421,0.816999389640636,0.238451646255891,0.506279153286908,0.527397260410466,0,0,0.541935483505349,0.555555555333333,0.547703180335876,0,"Hard",14,2.17
"3073",-1,0,0,5.66735113,-63,504,0.640257947616787,0.366003486139643,0.801305623386499,0.237200389118722,0.638000358474104,0.366896983910131,0.800669472852262,0.239037577581452,0,0,0,0,0,0,0,0,0.645370728615404,0.355404680074979,0.789472851534421,0.211973188510681,0.617733196439047,0.37780801185484,0.735811356548281,0.231115517655358,0.528301886792453,0.527397260001501,0,0,0.537313432826465,0.5,0.464285713949936,1,"Hard",38,2.81
"3074",0,0,0,-2.43394935,-71,759,0.639441933789719,0.361952082546248,0.791575977221499,0.223307856394366,0.651629692531561,0.33634264657678,0.789862153679752,0.0863655646868562,0.719512195,0.356321839,0.933333333,0.2,0,0,0,0,0.649796973846067,0.354253148319856,0.812441941384944,0.207098614005753,0,0,0,0,0.521739130616257,0,1,0,0.574468085083296,0,0.506493506493507,0,"Hard",30,1.55
"3075",0,0,0,-11.63586585,-83,28,0.638675516563348,0.352132121755325,0.786135730963212,0.187486026121154,0.637044014567958,0.326844719654632,0.792273556283033,0.148825687062296,0,0,0,0,0,0,0,0,0.649426134569185,0.380397121612886,0.823947907389674,0.233829975318107,0.63356164381993,0.320777642559075,0.725806451772112,0.130434782654064,0.5135135136187,0.431137724447632,0,0,0.588235294567474,0,0.518987341850985,1,"Hard",3,2.14
"3076",1,0,0,5.30869267,-98,475,0.655615231818408,0.371916405098985,0.809844910511409,0.224376383509245,0.677939751979605,0.387054729276024,0.850100419223594,0.248352991045314,0,0,0,0,0,0,0,0,0.691231322747671,0.375010416423088,0.875183399224185,0.211079300665549,0.705813247615456,0.385000269332444,0.900347625052466,0.21434505080284,0.564463057187336,0.644314868501347,0,0,0.842105263518006,1,0.38547486011376,0,"Hard",41,3.83
"3077",-1,0,1,-2.770705,-71,-640,0.600231673913905,0.348955487522207,0.742843215136368,0.115171432221935,0.578202579302059,0.314131798201113,0.708807639633825,0,0,0,0,0,0,0,0,0,0.577695167460152,0.379661016580515,0.675675675577063,0.197530864197531,0,0,0,0,0,0,0,0,0,0,0,1,"Hard",-182,3.01
"3078",0,0,0,-7.39493498,81,-1134,0.654167171598247,0.336732296156455,0.809588360857867,0.177152121662218,0.660948598104044,0.338731926318016,0.82766616969098,0.180249955925939,0,0,0,0,0,0,0,0,0.687074932793984,0.174555007082797,0.883977900603767,0,0.668597581078637,0.17357286674349,0.835509138449918,0,0.518910740941735,0.575070821253264,0,0,0,0,0.504950495269483,0,"Hard",-358,1.42
"3079",0,0,0,0.459958930000003,112,-489,0.610378301358435,0.384232900543751,0.744674594572194,0.248292136232976,0.598505265300809,0.394040540482961,0.725716557961243,0.249859319208913,0,0,0,0,0,0,0,0,0.622065452054288,0.383754647345468,0.788324190019471,0.241680187157922,0,0,0,0,0.502392344439573,0.494252873551856,0,0,0.75,0,0.632653061456893,1,"Hard",-48,3.44
"3080",0,0,1,5.18001368,-82,345,0.622247063473032,0.369970146868976,0.769295836028166,0.231163426545483,0.649035523190566,0.342061271749304,0.82033915661053,0.175000732874349,0.627538039,0.366181658,0.845743146,0.211111111,0,0,0,0,0.632940673244738,0.374071249700626,0.785195112431057,0.235079323793392,0.622144112417468,0.304052743652983,0.70909090929719,0.157894736842105,0.499424626034285,0.444444444444444,0.666666667,0,0.571428571428571,0,0.435045317111618,0,"Hard",38,2.44
"3081",0,0,0,-7.65229295,-90,924,0.648645091093553,0.361240884834072,0.797398964275405,0.225081385609463,0.649890038791856,0.356659540925379,0.812499341443978,0.217454636227713,0,0,0,0,0,0,0,0,0.657515598310964,0.36122428033833,0.814789773341657,0.216560908603145,0.672685942203887,0.34017266070085,0.889467107243868,0.170730417945436,0.49636285867147,0.500859598942431,0,0,0.480314960473681,0.555555555555556,0.499699699747777,1,"Hard",25,1.52
"3082",0,0,0,12.95824777,102,-815,0.602517212939273,0.359746165387509,0.715393767774567,0.197722324544171,0.596221583976348,0.355573444461972,0.710107711218257,0.179446003167987,0.544,0.40776699,0.625,0.3125,0.544,0.40776699,0.625,0.3125,0.600258877345264,0.349516305819534,0.717249295681179,0.169437947434918,0.596289475604389,0.349721197074005,0.70658701077041,0.165043358970302,0.364102563727703,0.294975688492034,0,0,0.319672130837947,0.296296296373114,0.427592954916359,0,"Hard",-46,1.27
"3083",0,0,0,-4.13415469,80,-253,0.642108723624018,0.355753302962341,0.786142002212531,0.173587831860566,0.634571991153612,0.343435859397164,0.774974781452001,0.149810385201841,0.653333333,0.281690141,0.818181818,0.090909091,0,0,0,0,0.611316568479644,0.332290684647309,0.719075912842699,0.120287734443383,0.604398333242121,0.336803431536206,0.707495429202196,0.11504424780933,0.52361396304525,0.456521739229679,0,0,0.338709677367846,0.333333333333333,0.45070422513991,1,"Hard",-24,1.44
"3084",0,0,1,4.21629021,102,-650,0.639532612129321,0.331186693238844,0.78796843524489,0.166430223625242,0.631135611563943,0.321568679720807,0.784272433969844,0.138652639353386,0,0,0,0,0,0,0,0,0.655094672006476,0.313015130228783,0.815985285169177,0.127964882441935,0.658512693696997,0.359814186944814,0.827242038812368,0.155644636955969,0.447991761023663,0.408088235217434,0,0,0.394736842,0.6,0.438642297638405,0,"Hard",-104,1.51
"3086",0,0,0,-0.511978089999999,0,602,0.680874591747641,0.395182797351886,0.867968080374178,0.280932251246583,0.745438771805229,0.398370851178687,0.921965304316004,0.273388212944944,0,0,0,0,0,0,0,0,0.671957255462766,0.393379226261559,0.92163846814721,0.321568358447584,0,0,0,0,0.682758621103163,1,0,0,1,0,1,0,"Hard",78,4.49
"3087",0,0,0,-4.58590007,0,239,0.649649086518238,0.357058540645648,0.801095097016149,0.21485082988638,0.635902593490553,0.350189066503995,0.782187166311799,0.211419775813615,0.591549296,0.348837209,0.692307692,0.153846154,0.591549296,0.348837209,0.692307692,0.153846154,0.64132238106947,0.371773751805306,0.790236351223065,0.250777709060775,0.682129849382735,0.309712696183926,0.915254237598391,0.157894736842105,0.515454545728093,0.455156950600434,0,0,0.454545454386777,0.333333333333333,0.507936507811539,1,"Hard",24,1.37
"3088",-1,0,0,-5.80971937,0,-885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hard",-441,1.15
"3090",0,0,0,0.963723480000002,0,-20,0.633928838747557,0.370528826825698,0.787126584369707,0.234814179576512,0.637543646948115,0.369309018362925,0.778832096487792,0.226210006641346,0,0,0,0,0,0,0,0,0.652924610917784,0.370540567908365,0.837224272540644,0.233412669353465,0.660205661891592,0.371490669911685,0.856595082900465,0.22440557288812,0.507987220779961,0.505785124303854,0,0,0.564013840951138,0.567567568181154,0.560042508024154,0,"Hard",-3,2.19
"3091",0,0,0,5.10335387,0,180,0.629712314860279,0.366711452656145,0.767839633921632,0.221256572141401,0.632745664817024,0.361698162403529,0.777090234342553,0.208985996199768,0.622023809377976,0.331446217668554,0.816666666183333,0.115384615884615,0.622023809377976,0.331446217668554,0.816666666183333,0.115384615884615,0.620759873121535,0.376135672127886,0.753509754108041,0.24186472894067,0.624516821678814,0.370928298805028,0.746205654412515,0.241633866898086,0.523782876253128,0.54285714260898,0.5,0.5,0.519685039533759,0.444444444358025,0.523947750034652,1,"Hard",17,2.19
"3092",0,0,0,3.62217659,0,213,0.633626634212051,0.386783632319383,0.785866878994147,0.251696411597959,0.665679323288141,0.406748877555386,0.847991066359796,0.28283922598511,0,0,0,0,0,0,0,0,0.627562270734102,0.371045711157504,0.785116328047648,0.226120788090785,0.640391361482103,0.35092880600406,0.82623155308102,0.227356746853082,0.533898304743465,0.666666666666667,0,0,0.550000000065,0,0.411764705828527,0,"Hard",22,2.7
"3093",1,0,0,-1.08418891,0,332,0.656272779506268,0.361509619420355,0.808282440196479,0.197327281874826,0.658708653882699,0.37341694422218,0.806866670076399,0.200409934487521,0,0,0,0,0,0,0,0,0.699594751429152,0.352404587345373,0.888134536333217,0.189815966823698,0.709542833094847,0.381624244088633,0.915032680119118,0.269453284090716,0.507692307942249,0.529411765154325,0,0,0.75,1,0.541062802280006,1,"Hard",43,1.67
"3094",-1,0,0,1.95756331,0,535,0.644323170133785,0.363360254336258,0.799700957293389,0.186551779701119,0.626464174361979,0.333991651610674,0.779080831576557,0.113817274063553,0,0,0,0,0,0,0,0,0.580532504549764,0.341265534765471,0.714801444208474,0.069582505475655,0,0,0,0,0.486187845387137,0.314285714465306,0,0,0,0,0.568749999622656,0,"Hard",302,1.4
"3095",0,0,0,-1.83709788,0,449,0.645906450266011,0.393039491749865,0.856703455731093,0.237758929349484,0.613577023714662,0.38833736594537,0.827586206896552,0.238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"Hard",178,1.68
"3096",0,0,1,2.85010266,0,185,0.630633588133626,0.372153364348786,0.777741219228617,0.226058560300316,0.709042401960029,0.369323836340982,1,0.202277269449299,0,0,0,0,0,0,0,0,0.635208100833741,0.376077890052206,0.795937522914264,0.249712311879902,0.719298245843029,0.463197969788478,1,0.384615384615385,0.513888888541667,1,0,0,0.586206896694411,1,0.456273764390493,0,"Hard",24,4.39
"3097",0,0,0,1.34702259,0,436,0.648674299006332,0.36932607726023,0.800255862133504,0.221565729256092,0.652251932414681,0.369710766410232,0.803871585109596,0.211996770376019,0.632,0.436090226,0.80952381,0.4,0.632,0.436090226,0.80952381,0.4,0.653905248960737,0.35187616270663,0.8297012627115,0.174157767491896,0.676175688767492,0.356161320891355,0.877152163731808,0.143761135494648,0.598222494943482,0.620689655211653,1,1,0.5,1,0.516129032,1,"Hard",52,1.34
"3098",0,0,0,-2.03696098,0,-180,0.643844493582821,0.380272441536232,0.806542128496659,0.23380095738748,0.647753465304328,0.396098002459825,0.82364207650497,0.257809073242316,0,0,0,0,0,0,0,0,0.62640986705546,0.373267801575615,0.776349706656942,0.21724467139632,0.635334653205058,0.384747575602988,0.784304027427905,0.245900273960267,0.611111111621399,0.710304054454448,0,0,0.480769230968935,0.54999999982,0.514964788674552,0,"Hard",-23,2.5
"3099",0,0,0,-14.31074606,0,-12,0.643644628048375,0.33684855170419,0.786785057305404,0.152132938117127,0.625570803200569,0.301441374593502,0.749956042740054,0.0855556199396342,0,0,0,0,0,0,0,0,0.653823481846912,0.335989632774494,0.803267493397258,0.121261565049268,0,0,0,0,0.517241379131986,0.333333333333333,0,0,0.578947368177285,0,0.530685920463762,1,"Hard",-2,1.66
"3102",0,1,0,5.78507871,-350,3035,0.636193317303032,0.373583267627867,0.74078419624903,0.242629274993538,0.638781148958984,0.378467307717169,0.756387752190829,0.251426130890611,0.635151862,0.34905236,0.750446428249554,0.16232493,0.635151862,0.34905236,0.750446428249554,0.16232493,0.645934509681865,0.374328286307226,0.764641410524201,0.240279591813202,0.635917283712384,0.390800039953111,0.757938598980261,0.275472915088738,0.537105428063695,0.549491011400776,0.25,0.25,0.550264550316381,0.597457627245224,0.534246575518718,0,"Hard",8,2.1
"3104",0,1,0,-3.60027379,-156,-2050,0.630995553233185,0.343698645684598,0.734356681681156,0.18144837336973,0.634066966575191,0.349438403705508,0.74833554139605,0.191464600454343,0.556187291,0.305403117,0.632275132,0.055555556,0.537179487,0.317479675,0.559523809440476,0.0833333339166667,0.627153569783283,0.348985413576497,0.733339331811249,0.187098701757314,0.620310931175682,0.338953014739169,0.728032793393371,0.163581354730344,0.474424020594674,0.481409001974978,0,0,0.508287292814017,0.435643564208215,0.487858719994021,0,"Hard",-19,1.37
"3105",0,1,0,2.78439425,14,1795,0.643532684627824,0.378417811545485,0.761952132101347,0.238891585035746,0.644136818161841,0.3712904920339,0.767417727614478,0.227675483154912,0.750083367,0.410825742,0.939393939,0.309178744,0.706520399,0.423930921,0.909090909,0.297101449,0.652042806781231,0.391384860146288,0.785059004437337,0.253987052086856,0.666716855925645,0.380533671213054,0.819550042846942,0.234587057811229,0.524803065867682,0.515111258572954,1,1,0.563725490145473,0.612903225719043,0.489920300120382,1,"Hard",6,1.31
"3106",0,1,0,2.20396988,-85,2325,0.631616911193233,0.375042273589688,0.751684126892548,0.244423549307958,0.632433396732021,0.372431710101569,0.757328678348851,0.24174158479033,0.654317697,0.385469804,0.833333333166667,0.225,0.654317697,0.385469804,0.833333333166667,0.225,0.644305848330775,0.37843056498464,0.767958267539153,0.254654361222763,0.651212760267143,0.375237616146271,0.792752941811148,0.250360879296273,0.534556755916747,0.53788285865591,0.5,0.5,0.5888951207154,0.601049868671475,0.579892280013402,0,"Hard",8,2.83
"3107",0,1,0,3.63586583999999,-142,6100,0.677440431043977,0.377413370785074,0.825196155602418,0.246360108028258,0.674367582551973,0.37713849917651,0.82125655299324,0.250042318248473,0.715046877,0.409762922590237,0.912878788,0.282813925,0.715046877,0.409762922590237,0.912878788,0.282813925,0.684375052815584,0.37413485658946,0.845588422027372,0.227975693363053,0.679972875043152,0.362143971604978,0.841457663350374,0.196096936789284,0.584026622305891,0.566917293342204,1,1,0.596774193538353,0.579646017619626,0.538461538345562,1,"Hard",149,1.22
"3108",0,1,1,-8.29842573,120,-90,0.651048980769036,0.318049265638625,0.811307486350855,0.170341135806975,0.647803123884166,0.326395102349309,0.803153782772146,0.18329251731514,0.724137931,0.355932203,1,0.2,0,0,0,0,0.65773926926712,0.312965567944974,0.81304042274945,0.155944779141274,0.654509729953413,0.324141394885284,0.808719828702078,0.172522041517566,0.437749769452771,0.460142067703112,1,0,0.41137123756826,0.424778760984415,0.427566807246892,0,"Hard",-3,1.49
"3109",0,1,0,3.9835729,151,-1255,0.641069226039536,0.38733302458851,0.785866586481135,0.279777390720331,0.636810004843839,0.380637416576151,0.783442836017602,0.259871984546375,0.703764320296236,0.43453947356546,0.928571428071428,0.341346154,0.638297872,0.431578947,0.857142857,0.307692308,0.646028833591166,0.387719668470627,0.795710530266953,0.275240763127328,0.645837405777752,0.38472640852979,0.803811318773601,0.27434462162596,0.536735591740351,0.504835589981032,1,1,0.570445490921836,0.524728588534444,0.503611970968258,1,"Hard",-5,1.27
"3110",0,1,0,4.26557152,54,-1360,0.622628217317179,0.365998949235555,0.74442360094833,0.231781856281892,0.629538194323178,0.363935375527128,0.754868308045505,0.233527132591875,0,0,0,0,0,0,0,0,0.611866712724386,0.357216762784176,0.720258676408611,0.203068192552169,0.622064663919939,0.360702265815051,0.737105615321531,0.241804776740004,0.437601926123389,0.462962962813786,0,0,0.389610389690673,0.452173913195917,0.436193223078888,0,"Hard",-42,1.7
"3111",0,1,0,7.6440794,-62,2560,0.656432986359762,0.369702198311604,0.796839269504684,0.229767722728561,0.653265319593878,0.360524630127057,0.798918280122666,0.219199769348151,0,0,0,0,0,0,0,0,0.664627819814876,0.365417686480479,0.824518918165601,0.222731779499963,0.660016311584232,0.356614941924892,0.824394782383427,0.209434846055555,0.550045358144464,0.555047619002954,0,0,0.586854460093897,0.590909091057851,0.536670071139003,1,"Hard",20,1.53
"3112",0,1,0,4.55578371,-134,1450,0.638358021839524,0.353555727471827,0.757382662946912,0.185256080016038,0.63813184483314,0.355666258802759,0.762130163396417,0.190612890929525,0,0,0,0,0,0,0,0,0.642371156920913,0.352086235249511,0.773803295385767,0.185258655017935,0.640991561324378,0.356311398604765,0.775589202091098,0.190909569322351,0.495853338977164,0.488069414147308,0,0,0.496453900758848,0.504731860978814,0.505952380952381,0,"Hard",5,2.67
"3113",0,1,0,6.59000684,-144,3555,0.664079645986595,0.350335913534989,0.81569183064359,0.220360577265463,0.654340326526904,0.346406260697279,0.801244164655969,0.216800227595288,0,0,0,0,0,0,0,0,0.660263072208488,0.345630178801313,0.807019527927432,0.211395106290592,0.653416980103849,0.341273780937316,0.80803115396538,0.199883993473742,0.513030404502566,0.504854368816665,0,0,0.485829959637103,0.499200000127795,0.552238805970149,1,"Hard",15,1.49
"3116",0,1,0,6.93497605,-57,-511,0.632986227924412,0.329132269404703,0.797278374219548,0.18510760938331,0.631698507224309,0.327409476667541,0.787518258232651,0.176114655853736,0.653061224,0.130434783,0.777777778,0,0.653061224,0.130434783,0.777777778,0,0.630443868641959,0.332640120666784,0.791467399884526,0.186662113293725,0.638804522005946,0.334628509446602,0.803153355295195,0.176772494722227,0.385145888484054,0.401207648384015,0,0,0.288888889116049,0.363636364,0.400702987752293,0,"Hard",-31,1.05
"3117",0,1,1,-4.26557152,75,-645,0.636656417451222,0.337599994322576,0.772246781495684,0.180881721940412,0.641730519668071,0.343240118745312,0.784976424466599,0.190115876611277,0.720061569,0.299284504,0.920343137,0.099264706,0.72,0.265486726,0.882352941,0.058823529,0.636948822197557,0.362788769452956,0.79197179635148,0.205836751999445,0.640244744352491,0.365995865699369,0.799689376833473,0.204392617836263,0.483880379437864,0.493684210819309,0.666666667,0,0.625000000421875,0.578947368177285,0.444691495028212,1,"Hard",-16,2.11
"3118",0,1,1,-1.10609172,20,-2035,0.591703334938611,0.357383916653182,0.696924566029818,0.223656036357207,0.599300904243609,0.365292432215383,0.719261347658899,0.240450229340303,0.58144872,0.288354893,0.696296296,0.076388889,0,0,0,0,0.582811847225771,0.345530739569671,0.688983050460003,0.196524466169733,0.575694569421763,0.362274143555109,0.686024563526593,0.218568429528586,0.396961528839828,0.414012738926285,0,0,0.335766423172252,0.379310344656361,0.432024169136887,0,"Hard",-18,1.09
"3121",-1,1,-1,-0.89253935,39,1736,0.676405384699029,0.363841005356142,0.875315119120746,0.243740921180648,0.662543107465677,0.357833307587063,0.874120968143615,0.234275600558636,0,0,0,0,0,0,0,0,0.685184735655442,0.327364490129989,0.872825334364069,0.153845389329698,0.6648428541167,0.263975013755805,0.846153845546351,0.058201058207217,0.551181102475293,0.542857142857143,0,0,0.428571428571429,0,0.45182724245207,1,"Hard",89,1.59
"3122",1,1,0,8.62149213,11,-300,0.651034897282861,0.351738973744701,0.794992290722285,0.207071432316155,0.65070515024073,0.351976279238157,0.797880060425504,0.216166944727712,0,0,0,0,0,0,0,0,0.653277993647495,0.353018905160436,0.795102344242281,0.206736252417976,0.657559100068002,0.349145147424378,0.809623206665422,0.216598605367075,0.504479283275291,0.527198780167215,0,0,0.539016689080894,0.564516128898803,0.45197896450753,0,"Hard",-7,1.76
"3124",0,1,0,-0.739219709999997,53,-3520,0.651094374227831,0.333896222272859,0.817505899637483,0.177809207023724,0.646059757856519,0.333546474488535,0.807829716841228,0.187968832351905,0,0,0,0,0,0,0,0,0.648417408214013,0.334886761388995,0.824527801867484,0.186328775137863,0.649143731295852,0.346602154951601,0.819331836207639,0.224815365338628,0.436507936681154,0.432432432334259,0,0,0.461016948969836,0.5,0.513633014080292,0,"Hard",-40,1.32
"3125",0,1,0,-1.58247775,19,2165,0.628073732125781,0.394448611652438,0.762439720766009,0.279025612551429,0.629584782720175,0.394722763355465,0.770818635162777,0.275835210207711,0.655716253344284,0.425301535,0.844444444155556,0.305555555694444,0.655716253344284,0.425301535,0.844444444155556,0.305555555694444,0.626218583299961,0.401321634765768,0.744814397463416,0.298042067771994,0.631953701712358,0.405146213483524,0.76963566052365,0.299951196519171,0.575920485335191,0.578914535078294,0.5,0.5,0.593654932786822,0.627737226297512,0.47976308013138,1,"Hard",46,1.43
"3128",0,1,0,8.68172485,-152,-202,0.605286638777319,0.359347948773063,0.724960407952951,0.19689667863889,0.597088957101383,0.348975211507141,0.722357570348037,0.171970935757842,0,0,0,0,0,0,0,0,0.625465521211278,0.37286851791842,0.772987795017667,0.204237423253583,0.619729729738786,0.382543352330885,0.799289345585833,0.224794493667928,0.419047619128768,0.333333333333333,0,0,0.555555555555556,0.5,0.486486486736304,0,"Hard",-23,1.48
"3131",0,1,0,7.93429158,-110,5467,0.667568647821892,0.384170396358492,0.807070215794201,0.25879027314947,0.659528170909518,0.380359877803119,0.800830402230338,0.257667787242816,0,0,0,0,0,0,0,0,0.672246011968835,0.405115725939655,0.813228919883565,0.292523024808748,0.657406198704218,0.404341638451073,0.79097156115267,0.307260761221745,0.615247984673111,0.607594936725891,0,0,0.692532942748103,0.666666666916667,0.531249999882812,1,"Hard",45,1.05
"3132",0,1,0,0.492813139999999,0,-545,0.645675806126004,0.328043082314653,0.81031454944166,0.189950536059947,0.641113182865166,0.322205345356939,0.797815460929649,0.17618227333165,0,0,0,0,0,0,0,0,0.638969272870532,0.320636987465424,0.804533743396098,0.176011518882198,0.650604247616077,0.313940952922036,0.822535087484845,0.155408997445298,0.392957387301052,0.369197160084291,0,0,0.327586206846611,0.210526316121884,0.325068870736547,0,"Hard",-35,1.22
"3133",-1,1,1,-1.23203285,0,160,0.654998379244429,0.342870009715429,0.815649689848154,0.184904726230823,0.657138016898928,0.349578366470913,0.818473469705834,0.196012409504235,0.654545455,0.226415094,0.727272727,0.090909091,0.654545455,0.226415094,0.727272727,0.090909091,0.659437911691222,0.334655505392517,0.829150015333645,0.172767261307577,0.663223309418709,0.332388236019382,0.905360475618291,0.147016373398074,0.524616626046862,0.54430379770399,0,0,0.47761194028581,0.576923076763314,0.5,1,"Hard",6,1.82
"3134",1,1,0,-0.268309370000001,0,-1215,0.631922988984108,0.337583626524059,0.776492400023051,0.152495466901915,0.62856926335358,0.346517467118321,0.778167875936231,0.158453785664084,0,0,0,0,0,0,0,0,0.651766550723145,0.32224914042415,0.823767830665652,0.126089386244171,0.656352385014507,0.335067168475111,0.866419034076584,0.124657132872076,0.414062499935303,0.198795180815104,0,0,0.29268292697204,0,0.569476081906487,0,"Hard",-65,1.37
